document,document_id,arm,arm_id,Outcome value,manually-added outcome value,remove paper,Will be fixable in EPPI - will need to update the JSON file,will need to be fixed via supplementary file merge,Combined follow up,Biochemical verification,CBT,Motivational Interviewing,brief advise,1.1.Goal setting,1.2 Problem solving,1.4 Action planning,2.2 Feedback on behaviour,2.3 Self-monitoring of behavior,3.1 Social support,4.1 Instruction on how to perform the behavior,4.5. Advise to change behavior,5.1 Information about health consequences,5.3 Information about social and environmental consequences,11.1 Pharmacological support,11.2 Reduce negative emotions,Group-based,Face to face,phone,Website / Computer Program / App,Patch,Somatic,gum,e_cigarette,inhaler,lozenge,nasal_spray,placebo,nrt,Pill,bupropion,varenicline,Printed material,Digital content type,text messaging,Health Professional,doctor,nurse,pychologist,aggregate patient role,Mean age,Proportion identifying as female gender,Mean number of times tobacco used,Country of intervention,healthcare facility,Pharmaceutical company funding,Pharmaceutical company competing interest,Individual-level analysed
Ghosh 2016.pdf,423071,No incentives,1986,-,,1,,,26.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,-,1,United States,0,0,0,8
Ghosh 2016.pdf,423071,Cash incentives,1985,-,,1,,,26.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,-,1.5,United States,0,0,0,6
Gifford 2011.pdf,321104,Combined treatment,703,31.6,,,,,52.2,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,45.75,58.7,24.01,-,0,0,0,130
Gifford 2011.pdf,321104,Medication only,704,17.5,,,,,52.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,46.16,58.7,24.23,-,0,0,0,173
Gilbert 2006.pdf,296269,Control,480,9.5,,,,,52.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,39.1,64.2,-,UK,0,0,0,704
Gilbert 2006.pdf,296269,Repeated contact,479,9.3,,,,,52.2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,39.6,67.2,-,UK,0,0,0,753
Gilbert 2013.pdf,296425,Intervention,804,3.2,,,,,26.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44.4,55.1,17.8,UK,0,0,0,3340
Gilbert 2013.pdf,296425,Control,805,2.7,,,,,26.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44.8,56.8,17.7,UK,0,0,0,3357
Gilbody 2015.pdf,263112,Bespoke smoking cessation,186,26,,,,,52.2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,47.3,30,26.5,UK,0,0,0,33
Gilbody 2015.pdf,263112,Usual care,187,16,,,,,52.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46.4,49,23.3,UK,0,0,0,35
Gilbody 2019.pdf,437448,Intervention,2218,15,,,,,52.2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,46.5,40,24.7,UK,0,0,0,223
Gilbody 2019.pdf,437448,Control,2219,10,,,,,52.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,43,23.2,UK,0,0,0,219
Glasgow 1981.pdf,296427,Danaher & Lichtenstein - self-administered,808,8,,,,,26.1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37.3,-,32,-,0,0,0,13
Glasgow 1981.pdf,296427,Danaher & Lichtenstein - therapist administered,806,25,,,,,26.1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37.3,-,32,-,0,0,0,14
Glasgow 1981.pdf,296427,IQuit kit - self-administered,811,8,,,,,26.1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37.3,-,32,-,0,0,0,15
Glasgow 1981.pdf,296427,IQuit kit - therapist administered,810,8,,,,,26.1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37.3,-,32,-,0,0,0,14
Glasgow 1981.pdf,296427,Pomerleau & Pomerleau - therapist administered,807,37,,,,,26.1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37.3,-,32,-,0,0,0,6
Glasgow 1981.pdf,296427,Pomerleau & Pomerleau - self-administered,809,0,,,,,26.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37.3,-,32,-,0,0,0,13
Gonseth-2014 (c) Leptin and smoking cessation_ sec.pdf,263064,Physical Activity,131,-,,1,,,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,135
Gonseth-2014 (c) Leptin and smoking cessation_ sec.pdf,263064,Control,132,-,,1,,,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-,-,-,-,0,0,0,136
Gonzalvez 2015.pdf,319578,Project Ex,629,22.2,,,,,4.35,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.03,49.3,-,Spain,0,0,0,572
Gonzalvez 2015.pdf,319578,Control,630,15.2,,,,,4.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.03,49.3,-,Spain,0,0,0,393
Graham 2011.pdf,296270,Enhanced internet (EI),482,17.4,,,,,78.3,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9,51.1,20,US,0,0,0,651
Graham 2011.pdf,296270,Basic internet (BI),483,19,,,,,78.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9,51.1,20,US,0,0,0,679
Graham 2011.pdf,296270,Enhanced internet + phone (EI+P),481,19.6,,,,,78.3,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,35.9,51.1,20,US,0,0,0,675
Graham 2018.pdf,437509,WEB + NRT,2250,13.9,,,,,39.15,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-,-,-,-,0,0,0,1313
Graham 2018.pdf,437509,WEB + SN,2251,11,,,,,39.15,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,1323
Graham 2018.pdf,437509,WEB + SN + NRT,2249,14,,,,,39.15,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-,-,-,-,0,0,0,1317
Graham 2018.pdf,437509,WEB,2252,12.4,,,,,39.15,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,1337
Grant 2003.pdf,280756,Education and group therapy,188,18.2,,,,,52.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,-,-,United States,0,0,0,20
Grant 2003.pdf,280756,Usual care,189,60,,,,,52.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44,15,-,United States,0,0,0,20
Greenberg 1978.pdf,319580,Attitude,633,29,,,,,21.75,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,2
Greenberg 1978.pdf,319580,Control,868,6,,,,,21.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,18
Greenberg 1978.pdf,319580,Scare,631,16,,,,,21.75,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,19
Greenberg 1978.pdf,319580,Fact,632,20,,,,,21.75,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,20
Gritz 2013 (c) primary paper.pdf,263115,Cell phone intervention,190,-,,1,,,52.2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,43.9,28.8,18.6,-,0,0,0,236
Gritz 2013 (c) primary paper.pdf,263115,Usual care,191,-,,1,,,52.2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45.7,31.1,11.8,-,0,0,0,238
Gulliver 2008.pdf,263117,Motivational interviewing (MI),194,6,,,,,26.1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49.06,-,23,United States,0,0,0,67
Gulliver 2008.pdf,263117,Motivational Interviewing plus instruction in deep breathing (MI/BI),193,6.8,,,,,26.1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49.64,4.09999999999999,23,United States,0,0,0,74
Gulliver 2008.pdf,263117,Motivational Interviewing plus instruction spirometer (MI/IS),192,4.5,,,,,26.1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47.5,6,23,United States,0,0,0,67
Guo 2014.pdf,319582,Control,635,2.04,,,,,17.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.08,20,4.91,Taiwan,0,0,0,49
Guo 2014.pdf,319582,Intervention,634,20.75,,,,,17.4,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,16.05,12.82,5.1,Taiwan,0,0,0,53
Hajek 2019.pdf,437450,E-cigarette group,2241,18,,,,,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-,48.2,-,United States,0,0,0,438
Hajek 2019.pdf,437450,Nicotine-replacement group,2242,9.9,,,,,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-,47.8,-,United States,0,0,0,446
Hall 1996.pdf,321114,Standard smoking intervention for major depressive disorder (MDD) x placebo,708,22,,,,,52,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,39.7,52,23.8,United States,0,0,0,74
Hall 1996.pdf,321114,mood management (MM) x 2mg nicotine gum,705,24,,,,,52,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,39.7,52,23.8,United States,0,0,0,21
Hall 1996.pdf,321114,mood management (MM) x placebo,706,25,,,,,52,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,39.7,52,23.8,United States,0,0,0,83
Hall 1996.pdf,321114,Standard smoking intervention for major depressive disorder (MDD) x 2mg nicotine gum,707,17,,,,,52,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,39.7,52,23.8,United States,0,0,0,23
Hall 1998 (c) primary paper.pdf,263118,Active Drug/Cognitive Behavioural,195,-,,1,,,64,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-,-,-,-,0,0,0,199
Hall 1998 (c) primary paper.pdf,263118,Placebo Drug/ Health Education,198,-,,1,,,64,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-,-,-,-,0,0,0,199
Hall 1998 (c) primary paper.pdf,263118,Placebo Drug/Cognitive Behavioural,197,-,,1,,,64,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-,-,-,-,0,0,0,199
Hall 1998 (c) primary paper.pdf,263118,Active Drug/Health Education,196,-,,1,,,64,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-,-,-,-,0,0,0,199
Hall 2002 (c) primary paper.pdf,263120,Placebo + medical management (MM),204,11,,,,,52,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,43.4,40.5,23,-,0,0,0,-
Hall 2002 (c) primary paper.pdf,263120,Buproprion + psychological intervention (PI),199,24,,,,,52,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,37.9,46,22.5,-,0,0,0,-
Hall 2002 (c) primary paper.pdf,263120,Placebo + psychological intervention (PI),203,17,,,,,52,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,39.3,47.2,22.2,-,0,0,0,-
Hall 2002 (c) primary paper.pdf,263120,Bupropion Hydrochloride + medical management (MM),200,25,,,,,52,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,37.1,41.7,19.8,-,0,0,0,-
Hall 2002 (c) primary paper.pdf,263120,Nortriptyline + psychological intervention (PI),201,17,,,,,52,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,40.9,45.7,20.2,-,0,0,0,-
Hall 2002 (c) primary paper.pdf,263120,Nortriptyline Hydrochloride + medical management (MM),202,18,,,,,52,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,37.8,44.7,20.9,-,0,0,0,-
Hall 2004 (c) primary paper.pdf,263122,Extended Placebo,207,-,42,,1,,52,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,38.9,46.3,18.7,-,0,0,0,30
Hall 2004 (c) primary paper.pdf,263122,Brief Nortriptyline,206,-,18,,1,,52,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,36.1,38.5,20.4,-,0,0,0,34
Hall 2004 (c) primary paper.pdf,263122,Brief Placebo,208,-,30,,1,,52,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,38.8,42.5,18.8,-,0,0,0,37
Hall 2004 (c) primary paper.pdf,263122,Extended Nortriptyline,205,-,50,,1,,52,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,40.2,37.5,18.8,-,0,0,0,36
Hall 2006 (c) primary paper.pdf,263125,Staged care intervention,209,18.4,,,,,78.3,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41.5,68.1,15.8,-,0,0,0,163
Hall 2006 (c) primary paper.pdf,263125,Brief contact control,210,13.21,,,,,78.3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42.2,71.1,15.3,-,0,0,0,159
Hall 2009 primary paper (c).pdf,263127,Extended combined,211,45,,,,,104,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,56.7,40,20.5,-,0,0,0,87
Hall 2009 primary paper (c).pdf,263127,Extended Nicotine Replacement Therapy (NRT),213,40,,,,,104,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,56.7,40,20.5,-,0,0,0,87
Hall 2009 primary paper (c).pdf,263127,Extended cognitive behavioural therapy (CBT),212,55,,,,,104,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,56.7,40,20.5,-,0,0,0,84
Hall 2009 primary paper (c).pdf,263127,Brief treatment,214,36,,,,,104,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,56.7,40,20.5,-,0,0,0,85
Hall 2011 (c) primary paper.pdf,263129,No further treatment (ST),220,-,,1,,,104,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,40.7,39.2,19,-,0,0,0,406
Hall 2011 (c) primary paper.pdf,263129,Placebo with cognitive behavioural therapy (P-CBT),216,-,,1,,,104,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,40.7,39.2,19,-,0,0,0,406
Hall 2011 (c) primary paper.pdf,263129,Placebo with medical management (P-MM),217,-,,1,,,104,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,40.7,39.2,19,-,0,0,0,406
Hall 2011 (c) primary paper.pdf,263129,Active drug with cognitive behavioural therapy (A-CBT),215,47.6,,1,,,104,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,40.7,39.2,19,-,0,0,0,406
Hall 2011 (c) primary paper.pdf,263129,Active medical management (A-MM),218,-,,1,,,104,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,40.7,39.2,19,-,0,0,0,406
Hall 2018.pdf,437511,Extended innovative system intervention (E-ISI),2256,16.5,,,,,78.3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,40,22.4,14.8,-,0,0,0,156
Hall 2018.pdf,437511,Standard Treatment Control (STC),2257,14.3,,,,,78.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40.6,25,14.6,-,0,0,0,156
Halpern 2015.pdf,263131,Competitive deposit,221,-,,1,,,26.1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-,62,-,United States,0,1,1,471
Halpern 2015.pdf,263131,Individual deposit,222,-,,1,,,26.1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-,63,-,United States,0,1,1,582
Halpern 2015.pdf,263131,Usual care,225,6,,1,,,26.1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-,64,-,United States,0,1,1,468
Halpern 2015.pdf,263131,Collaborative reward,223,-,,1,,,26.1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-,62,-,United States,0,1,1,519
Halpern 2015.pdf,263131,Individual reward,224,-,,1,,,26.1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-,63,-,United States,0,1,1,498
Halpern 2018.pdf,423072,Free e-cigarettes,1989,1,,,,,26.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-,49.8,-,-,0,0,0,1199
Halpern 2018.pdf,423072,Usual care,1991,0.1,,,,,26.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,51,-,-,0,0,0,813
Halpern 2018.pdf,423072,Rewards plus Free Cessation Aids,1988,2,,,,,26.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,-,51.3,-,-,0,0,0,1198
Halpern 2018.pdf,423072,Free Cessation Aids,1990,0.5,,,,,26.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,-,52.4,-,-,0,0,0,1588
Halpern 2018.pdf,423072,Redeemable Deposit plus Free Cessation Aids,1987,2.9,,,,,26.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,-,51.2,-,-,0,0,0,1208
Halpin 2006.pdf,296271,drugs only,486,19,,,,,34.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,-,64,-,United States,0,0,0,126
Halpin 2006.pdf,296271,drugs and counseling,485,13,,,,,34.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-,64,-,United States,0,0,0,140
Halpin 2006.pdf,296271,drugs if counseling,484,18,,,,,34.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-,70,-,United States,0,0,0,122
Hanioka 2010.pdf,263132,Counseling + Nicotine Replacement Therapy,226,36.4,,,,,52.2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,-,-,-,Japan,0,0,0,33
Hanioka 2010.pdf,263132,Control,227,13,,,,,52.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-,-,-,Japan,0,0,0,23
Hanssen 2007.pdf,296351,Control,426,40.8,,,,,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,60.9,23.5,-,Norway,0,0,0,61
Hanssen 2007.pdf,296351,Intervention,425,60,,,,,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,59.5,15.4,-,Norway,0,0,0,77
Hanssen 2009.pdf,296272,Control,488,53,,,,,78.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,60,23,-,Norway,0,0,0,132
Hanssen 2009.pdf,296272,Intervention,487,54,,,,,78.3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,59,15,-,Norway,0,0,0,156
Harris 2010.pdf,319583,Motivational Interviewing for smoking,636,20.4,,,,,26.1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.4,35.5,3.4,-,0,0,0,245
Harris 2010.pdf,319583,Motivational Interviewing for fruits/vegetables,637,24.6,,,,,26.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.5,57.5,3.6,-,0,0,0,207
